,X1,X2,X3
2014_MNH1_B73/MO17,0.292099199,0.983163551,0.932436725
2014_MOH1_B73/MO17,0.504981134,0.487557393,0.359277471
2014_MOH2_B73/MO17,0.352001635,0.178603897,0.594261285
2014_NEH1_B73/MO17,0.661333375,0.271941965,0.207312973
2014_NEH2_B73/MO17,0.214885542,0.197739945,0.347143433
2014_NYH1_B73/MO17,0.196692802,0.088629983,0.62221463
2014_NYH2_B73/MO17,0.30170894,0.752739593,0.604779955
2014_TXH1_B73/MO17,0.976844345,0.443373138,0.819961831
2014_TXH2_B73/MO17,0.953349914,0.105622269,0.979366262
2014_WIH1_B73/MO17,0.969801881,0.761264181,0.667369837
2015_DEH1_B73/MO17,0.31964577,0.949020218,0.679591247
2015_ILH1_B73/MO17,0.516853814,0.123374507,0.718786927
2015_INH1_B73/MO17,0.60012133,0.286108935,0.060346598
2015_KSH1_B73/MO17,0.040920981,0.821017309,0.272993042
2015_MNH1_B73/MO17,0.077380931,0.688542931,0.427771586
2015_MOH1_B73/MO17,0.568586859,0.956989067,0.636476001
2015_MOH2_B73/MO17,0.384196177,0.536901715,0.330487146
2015_NEH1_B73/MO17,0.504742418,0.826641296,0.506095308
2015_NEH2_B73/MO17,0.47962405,0.038766254,0.176026664
2015_NEH3_B73/MO17,0.792893189,0.32432987,0.681840473
2015_NEH4_B73/MO17,0.432294502,0.095322072,0.97153047
2015_NYH2_B73/MO17,0.90742305,0.846434938,0.866505065
2015_NYH3_B73/MO17,0.65662266,0.699940358,0.569126617
2015_OHH1_B73/MO17,0.63289625,0.972377647,0.261106062
2015_ONH1_B73/MO17,0.197404159,0.426353913,0.177149474
2015_ONH2_B73/MO17,0.942182549,0.278832712,0.086127498
2014_DEH1_B73/PHG35,0.480440925,0.125674051,0.505620648
2014_GAH1_B73/PHG35,0.839078687,0.912990789,0.761298489
2014_ILH1_B73/PHG35,0.567484536,0.513105362,0.921257066
2014_INH1_B73/PHG35,0.558815373,0.069750202,0.161214335
2014_MNH1_B73/PHG35,0.526719108,0.65755371,0.468043065
2014_MOH1_B73/PHG35,0.003334625,0.653554165,0.360740425
2014_MOH2_B73/PHG35,0.322356337,0.68340026,0.877679887
2014_NEH1_B73/PHG35,0.434549408,0.070624374,0.958916962
2014_NEH2_B73/PHG35,0.417491931,0.711392518,0.363799089
2014_NYH2_B73/PHG35,0.212194784,0.277091652,0.404307804
2014_TXH1_B73/PHG35,0.540270374,0.295155495,0.043528577
2014_TXH2_B73/PHG35,0.755094753,0.174171717,0.580189689
2014_WIH1_B73/PHG35,0.316736963,0.565784944,0.633400092
2015_DEH1_B73/PHG35,0.998071818,0.992860678,0.000910615
2015_ILH1_B73/PHG35,0.216797975,0.838331326,0.867327215
2015_INH1_B73/PHG35,0.263941039,0.541678564,0.067423629
2015_KSH1_B73/PHG35,0.420288871,0.812044753,0.090786656
2015_MNH1_B73/PHG35,0.939400393,0.995699854,0.930394522
2015_MOH1_B73/PHG35,0.698340362,0.36072545,0.368957568
2015_MOH2_B73/PHG35,0.72502898,0.344535283,0.649654002
2015_NEH1_B73/PHG35,0.482111445,0.166158241,0.716405312
2015_NEH2_B73/PHG35,0.708035053,0.019775468,0.64343674
2015_NEH3_B73/PHG35,0.073532892,0.569994452,0.644519416
2015_NEH4_B73/PHG35,0.035272182,0.19843458,0.873882141
2015_NYH2_B73/PHG35,0.615532275,0.513287705,0.309168018
2015_NYH3_B73/PHG35,0.134018279,0.219630588,0.521878986
2015_OHH1_B73/PHG35,0.155247928,0.26892206,0.221569182
2015_ONH1_B73/PHG35,0.907344879,0.174782899,0.373979986
2015_ONH2_B73/PHG35,0.891035349,0.010540591,0.081941606
2014_DEH1_B73/PHM49,0.366436601,0.88282733,0.794053707
2014_GAH1_B73/PHM49,0.893373737,0.484768923,0.305979528
2014_ILH1_B73/PHM49,0.488595502,0.651573033,0.624799852
2014_INH1_B73/PHM49,0.797397195,0.739202657,0.837369517
2014_MNH1_B73/PHM49,0.5001791,0.0324727,0.493703984
2014_MOH1_B73/PHM49,0.90804294,0.259637756,0.736086555
2014_MOH2_B73/PHM49,0.59419085,0.984981072,0.527142219
2014_NEH1_B73/PHM49,0.960497879,0.170419003,0.485993446
2014_NEH2_B73/PHM49,0.514977656,0.697945549,0.148568211
2014_NYH2_B73/PHM49,0.339412237,0.647451578,0.792706702
2014_TXH1_B73/PHM49,0.225892708,0.560763604,0.351248329
2014_TXH2_B73/PHM49,0.728640663,0.392479783,0.874845724
2014_WIH1_B73/PHM49,0.64891039,0.755275537,0.401995515
2015_DEH1_B73/PHM49,0.700175729,0.619400331,0.355013278
2015_ILH1_B73/PHM49,0.583901863,0.399880096,0.707320703
2015_INH1_B73/PHM49,0.33374729,0.66911376,0.712470389
2015_KSH1_B73/PHM49,0.813183856,0.477785666,0.899590983
2015_MNH1_B73/PHM49,0.323817601,0.538744757,0.643951913
2015_MOH1_B73/PHM49,0.967249335,0.935136099,0.839497278
2015_MOH2_B73/PHM49,0.386209961,0.055826857,0.910271822
2015_NEH1_B73/PHM49,0.951427526,0.121494195,0.266450491
2015_NEH2_B73/PHM49,0.247445162,0.297125339,0.190674981
2015_NEH3_B73/PHM49,0.477064192,0.5818032,0.411592836
2015_NEH4_B73/PHM49,0.788108278,0.172268383,0.13342004
2015_NYH2_B73/PHM49,0.575240608,0.836031074,0.853929438
2015_NYH3_B73/PHM49,0.961174536,0.097933289,0.424113901
2015_OHH1_B73/PHM49,0.094623008,0.138633791,0.063408588
2015_ONH1_B73/PHM49,0.809140754,0.774328764,0.52258066
2015_ONH2_B73/PHM49,0.691282032,0.282483666,0.38550928
2014_DEH1_B73/PHN82,0.91144392,0.199002641,0.258576188
2014_GAH1_B73/PHN82,0.644388413,0.862664341,0.031868297
2014_ILH1_B73/PHN82,0.637924507,0.916894045,0.403935328
2014_INH1_B73/PHN82,0.879234873,0.28773002,0.59783663
2014_MNH1_B73/PHN82,0.93458747,0.941986468,0.975236699
2014_MOH1_B73/PHN82,0.324400263,0.673529766,0.354317181
2014_MOH2_B73/PHN82,0.734627707,0.244645373,0.709988567
2014_NEH1_B73/PHN82,0.201361541,0.086838192,0.728883032
2014_NEH2_B73/PHN82,0.359979455,0.474349359,0.363904772
2014_NYH2_B73/PHN82,0.223074505,0.734181048,0.178056596
2014_TXH1_B73/PHN82,0.389069771,0.401356853,0.042737327
2014_TXH2_B73/PHN82,0.704860774,0.667853804,0.748902469
2014_WIH1_B73/PHN82,0.691768351,0.336179665,0.819512211
2015_DEH1_B73/PHN82,0.843097577,0.862340195,0.143879744
2015_ILH1_B73/PHN82,0.10087523,0.599299958,0.456366431
2015_INH1_B73/PHN82,0.120916597,0.846394091,0.210338556
2015_KSH1_B73/PHN82,0.015745525,0.421626596,0.229702556
2015_MNH1_B73/PHN82,0.993398733,0.694588803,0.941496075
2015_MOH1_B73/PHN82,0.575108584,0.151158075,0.642933265
2015_MOH2_B73/PHN82,0.429600711,0.993150515,0.776371947
2015_NEH1_B73/PHN82,0.041964014,0.635565996,0.05580361
2015_NEH2_B73/PHN82,0.473659627,0.265841731,0.486156715
2015_NEH3_B73/PHN82,0.022577361,0.114795887,0.671050477
2015_NEH4_B73/PHN82,0.394329618,0.124460828,0.391446267
2015_NYH2_B73/PHN82,0.34015712,0.37019393,0.453662876
2015_NYH3_B73/PHN82,0.122988841,0.910098777,0.941612571
2015_OHH1_B73/PHN82,0.111201323,0.530367119,0.237347524
2015_ONH1_B73/PHN82,0.784409432,0.114758842,0.996666374
2015_ONH2_B73/PHN82,0.33875603,0.850441303,0.076217756
2015_DEH1_B73/PHZ51,0.776121927,0.149601308,0.558092852
2015_ILH1_B73/PHZ51,0.487691736,0.940193632,0.165836388
2015_INH1_B73/PHZ51,0.123954429,0.44380239,0.587547836
2015_KSH1_B73/PHZ51,0.945000342,0.908491207,0.589960298
2015_MNH1_B73/PHZ51,0.132539011,0.933896264,0.390336417
2015_MOH1_B73/PHZ51,0.506776222,0.484619914,0.274009089
2015_MOH2_B73/PHZ51,0.428353441,0.6857496,0.699605418
2015_NEH1_B73/PHZ51,0.371972252,0.616700649,0.315290346
2015_NEH2_B73/PHZ51,0.64685198,0.797100316,0.896930591
2015_NEH3_B73/PHZ51,0.066769744,0.125768018,0.951519793
2015_NEH4_B73/PHZ51,0.04209119,0.251369851,0.082353756
2015_NYH2_B73/PHZ51,0.561411281,0.790248644,0.023152806
2015_NYH3_B73/PHZ51,0.390032695,0.716510837,0.826713348
2015_OHH1_B73/PHZ51,0.701425024,0.87883428,0.491944269
2015_ONH1_B73/PHZ51,0.045647567,0.378589486,0.755824645
2015_ONH2_B73/PHZ51,0.193553873,0.279894682,0.89564398
2014_DEH1_B73/TX205,0.245180431,0.100099761,0.039855436
2014_GAH1_B73/TX205,0.457009463,0.420447359,0.300744914
2014_ILH1_B73/TX205,0.640037871,0.116881054,0.678740539
2014_INH1_B73/TX205,0.750653043,0.011492043,0.784517899
2014_MNH1_B73/TX205,0.493209859,0.760848349,0.561366845
2014_MOH1_B73/TX205,0.215067171,0.493098447,0.894092086
2014_MOH2_B73/TX205,0.223196611,0.881546733,0.209621186
2014_NEH1_B73/TX205,0.354470081,0.080134532,0.382133531
2014_NEH2_B73/TX205,0.89598369,0.873345328,0.29210143
2014_NYH1_B73/TX205,0.868103395,0.047806313,0.396390819
2014_NYH2_B73/TX205,0.777917703,0.734660454,0.853530204
2014_TXH1_B73/TX205,0.14152713,0.885627842,0.782693547
2014_TXH2_B73/TX205,0.99081087,0.335182677,0.440211956
2014_WIH1_B73/TX205,0.049707721,0.770180229,0.356533217
2015_DEH1_B73/TX205,0.578999719,0.11210954,0.430400476
2015_ILH1_B73/TX205,0.837305305,0.099952178,0.664554535
2015_INH1_B73/TX205,0.941472694,0.848650591,0.007149811
2015_KSH1_B73/TX205,0.766614712,0.275959072,0.28287972
2015_MNH1_B73/TX205,0.862811729,0.192878957,0.334131866
2015_MOH1_B73/TX205,0.225709194,0.955583751,0.804413956
2015_MOH2_B73/TX205,0.697707613,0.799801618,0.310094534
2015_NEH1_B73/TX205,0.056562991,0.367939347,0.558031155
2015_NEH2_B73/TX205,0.425131292,0.547896969,0.175357024
2015_NEH3_B73/TX205,0.173854603,0.822320995,0.769630144
2015_NEH4_B73/TX205,0.327568723,0.403232459,0.132845664
2015_NYH2_B73/TX205,0.439557047,0.015272236,0.059166004
2015_NYH3_B73/TX205,0.668169569,0.154487611,0.305455538
2015_OHH1_B73/TX205,0.10891215,0.177305674,0.245080303
2015_ONH1_B73/TX205,0.571070724,0.057942151,0.190296959
2015_ONH2_B73/TX205,0.641234961,0.313936482,0.457103629
2014_GAH1_B73_NC230-032-1-1-1-1/LH195,0.130162437,0.923995195,0.386963978
2014_TXH1_B73_NC230-032-1-1-1-1/LH195,0.027193964,0.377403837,0.823241044
2014_TXH2_B73_NC230-032-1-1-1-1/LH195,0.976650654,0.609800441,0.66232728
2014_INH1_B73_NC230-040-1-1-1-1/LH185,0.021434304,0.04933279,0.689777827
2014_MOH1_B73_NC230-040-1-1-1-1/LH185,0.908014471,0.106900038,0.268288025
2014_NEH1_B73_NC230-040-1-1-1-1/LH185,0.870386357,0.879903226,0.657150449
2014_ILH1_B73_NC230-040-1-1-1-1/LH198,0.475856276,0.965156889,0.250981927
2014_NEH2_B73_NC230-040-1-1-1-1/LH198,0.373564442,0.510825827,0.543063199
2014_NYH2_B73_NC230-040-1-1-1-1/LH198,0.459811939,0.272041322,0.679741887
2014_WIH1_B73_NC230-040-1-1-1-1/LH198,0.470449745,0.455509642,0.849644887
2014_INH1_B73_NC230-041-1-1-1-1/LH185,0.508978033,0.49806698,0.520405291
2014_MOH1_B73_NC230-041-1-1-1-1/LH185,0.040225083,0.423723711,0.873383464
2014_NEH1_B73_NC230-041-1-1-1-1/LH185,0.971628058,0.506650679,0.943106771
2015_MNH1_B73_NC230-041-1-1-1-1/LH185,0.20250008,0.374328351,0.024510338
2015_NEH1_B73_NC230-041-1-1-1-1/LH185,0.221883125,0.826531192,0.715205153
2015_NYH2_B73_NC230-041-1-1-1-1/LH185,0.712463362,0.247065929,0.876839691
2014_DEH1_B73_NC230-041-1-1-1-1/LH195,0.683251943,0.429244235,0.63516954
2014_GAH1_B73_NC230-041-1-1-1-1/LH195,0.787520708,0.04277966,0.17118063
2014_TXH1_B73_NC230-041-1-1-1-1/LH195,0.370304156,0.154580555,0.054256949
2014_TXH2_B73_NC230-041-1-1-1-1/LH195,0.161845868,0.881422377,0.060434579
2014_ILH1_B73_NC230-041-1-1-1-1/LH198,0.075179271,0.395285531,0.609703139
2014_NEH2_B73_NC230-041-1-1-1-1/LH198,0.491930254,0.76815152,0.851154202
2014_NYH2_B73_NC230-041-1-1-1-1/LH198,0.511781941,0.518300173,0.833381368
2014_WIH1_B73_NC230-041-1-1-1-1/LH198,0.109348554,0.784912751,0.575452125
2014_GAH1_B73_NC230-041-1-1-1-1/PB80,0.376868954,0.966827004,0.149071464
2014_MOH2_B73_NC230-041-1-1-1-1/PB80,0.55578671,0.373286272,0.697127215
2014_TXH1_B73_NC230-041-1-1-1-1/PB80,0.475746366,0.667469156,0.741024579
2014_TXH2_B73_NC230-041-1-1-1-1/PB80,0.073456209,0.629190838,0.793471156
2014_INH1_B73_NC230-059-1-1-1-1/LH185,0.3480363,0.672647733,0.395389304
2014_MOH1_B73_NC230-059-1-1-1-1/LH185,0.785353578,0.44904988,0.203056762
2014_NEH1_B73_NC230-059-1-1-1-1/LH185,0.817521205,0.983656993,0.034092435
2015_DEH1_B73_NC230-059-1-1-1-1/LH185,0.175458781,0.240017303,0.244631498
2015_ILH1_B73_NC230-059-1-1-1-1/LH185,0.88807468,0.150300007,0.245270691
2015_KSH1_B73_NC230-059-1-1-1-1/LH185,0.907221584,0.223123818,0.291585638
2015_MNH1_B73_NC230-059-1-1-1-1/LH185,0.604124762,0.351505931,0.325972392
2015_MOH2_B73_NC230-059-1-1-1-1/LH185,0.877117089,0.079311798,0.145114264
2015_NEH2_B73_NC230-059-1-1-1-1/LH185,0.910185324,0.430131389,0.251646196
2015_NEH4_B73_NC230-059-1-1-1-1/LH185,0.852313216,0.92464944,0.397288573
2015_NYH3_B73_NC230-059-1-1-1-1/LH185,0.169326124,0.114994948,0.408823899
2015_OHH1_B73_NC230-059-1-1-1-1/LH185,0.083550599,0.894290482,0.759163875
2015_ONH1_B73_NC230-059-1-1-1-1/LH185,0.356553013,0.407412814,0.923781895
2014_ILH1_B73_NC230-059-1-1-1-1/LH198,0.326899223,0.363252499,0.778075324
2014_NEH2_B73_NC230-059-1-1-1-1/LH198,0.806055033,0.817160065,0.296552621
2014_NYH2_B73_NC230-059-1-1-1-1/LH198,0.456700857,0.636805611,0.999838534
2014_WIH1_B73_NC230-059-1-1-1-1/LH198,0.697635096,0.916982447,0.200531522
2014_DEH1_B73_NC230-126-1-1-1-1/LH195,0.372610954,0.192993077,0.917086806
2014_GAH1_B73_NC230-126-1-1-1-1/LH195,0.137902831,0.553075559,0.712836989
2014_TXH1_B73_NC230-126-1-1-1-1/LH195,0.049200885,0.04888001,0.210251499
2014_TXH2_B73_NC230-126-1-1-1-1/LH195,0.489875866,0.087306834,0.147225143
2014_DEH1_B73_NC230-127-1-1-1-1/LH195,0.721628469,0.459299152,0.122157096
2014_GAH1_B73_NC230-127-1-1-1-1/PB80,0.331040485,0.437369001,0.956196704
2014_MOH2_B73_NC230-127-1-1-1-1/PB80,0.213161595,0.47327008,0.675055355
2014_TXH1_B73_NC230-127-1-1-1-1/PB80,0.73459226,0.628745516,0.691936026
2014_TXH2_B73_NC230-127-1-1-1-1/PB80,0.946156991,0.435317362,0.184819004
2014_DEH1_B73_NC230-128-1-1-1-1/LH195,0.930853311,0.203684665,0.508674961
2014_GAH1_B73_NC230-128-1-1-1-1/LH195,0.715762282,0.574001696,0.462221086
2014_TXH1_B73_NC230-128-1-1-1-1/LH195,0.540085177,0.656366305,0.147603507
2014_TXH2_B73_NC230-128-1-1-1-1/LH195,0.786545662,0.291473442,0.64594807
2014_GAH1_B73_NC230-128-1-1-1-1/PB80,0.392619613,0.428700301,0.114354901
2014_MOH2_B73_NC230-128-1-1-1-1/PB80,0.791736229,0.202851818,0.884696761
2014_TXH1_B73_NC230-128-1-1-1-1/PB80,0.035893225,0.613649912,0.292673125
2014_TXH2_B73_NC230-128-1-1-1-1/PB80,0.224423589,0.739389902,0.258272669
2014_INH1_B73_NC230-129-1-1-1-1/LH185,0.696587012,0.141355486,0.309765602
2014_MOH1_B73_NC230-129-1-1-1-1/LH185,0.893178904,0.02134046,0.190751933
2014_NEH1_B73_NC230-129-1-1-1-1/LH185,0.668446169,0.292871232,0.343248082
2015_DEH1_B73_NC230-129-1-1-1-1/LH185,0.1141791,0.566071848,0.397087182
2015_INH1_B73_NC230-129-1-1-1-1/LH185,0.584540968,0.09861859,0.560963027
2015_KSH1_B73_NC230-129-1-1-1-1/LH185,0.379023453,0.123085358,0.800950979
2015_MOH1_B73_NC230-129-1-1-1-1/LH185,0.666705046,0.821164995,0.833102007
2015_MOH2_B73_NC230-129-1-1-1-1/LH185,0.305015256,0.771712865,0.11432236
2015_NEH1_B73_NC230-129-1-1-1-1/LH185,0.239611526,0.139437526,0.519396763
2015_NEH3_B73_NC230-129-1-1-1-1/LH185,0.86214687,0.65720608,0.03346444
2015_OHH1_B73_NC230-129-1-1-1-1/LH185,0.770487328,0.000784727,0.676208807
2014_DEH1_B73_NC230-129-1-1-1-1/LH195,0.873164046,0.766258661,0.221652286
2014_GAH1_B73_NC230-129-1-1-1-1/LH195,0.223377842,0.244820806,0.653697662
2014_TXH1_B73_NC230-129-1-1-1-1/LH195,0.178744288,0.535186402,0.525120573
2014_TXH2_B73_NC230-129-1-1-1-1/LH195,0.246185098,0.720614483,0.102399709
2014_ILH1_B73_NC230-129-1-1-1-1/LH198,0.052203251,0.190595542,0.742019409
2014_NEH2_B73_NC230-129-1-1-1-1/LH198,0.936830717,0.160034468,0.790655157
2014_NYH2_B73_NC230-129-1-1-1-1/LH198,0.263445094,0.494201031,0.186151933
2014_WIH1_B73_NC230-129-1-1-1-1/LH198,0.716149539,0.344651101,0.125582259
2015_ILH1_B76/LH82,0.623961667,0.092823594,0.726327961
2015_MOH1_B76/LH82,0.402382797,0.188366173,0.316684266
2015_NEH1_B76/LH82,0.923150388,0.004553323,0.396879265
2015_NEH2_B76/LH82,0.2578633,0.409589394,0.237775795
2015_NEH3_B76/LH82,0.889659224,0.648918537,0.78012831
2015_NEH4_B76/LH82,0.242054531,0.883606059,0.256399266
2015_ILH1_B76/PHZ51,0.696335099,0.337028532,0.966409064
2015_MOH1_B76/PHZ51,0.868935394,0.976860158,0.351489702
2015_NEH1_B76/PHZ51,0.356033771,0.639285623,0.553698779
2015_NEH2_B76/PHZ51,0.691040972,0.811714292,0.115219324
2015_NEH3_B76/PHZ51,0.139402852,0.069344565,0.317113291
2015_NEH4_B76/PHZ51,0.15653899,0.671050873,0.986004766
2015_DEH1_B79/LH82,0.350060821,0.313640925,0.632444482
2015_ILH1_B79/LH82,0.248203407,0.17533579,0.755161877
2015_INH1_B79/LH82,0.037719287,0.760940987,0.388763568
2015_NEH1_B79/LH82,0.09486734,0.413223953,0.742152814
2015_NEH4_B79/LH82,0.94440995,0.141218545,0.360459797
2015_OHH1_B79/LH82,0.973772622,0.632500782,0.672752825
2015_DEH1_B79/PHZ51,0.834187231,0.864311893,0.776628115
2015_ILH1_B79/PHZ51,0.572918293,0.794370118,0.571048676
2015_INH1_B79/PHZ51,0.109995804,0.298028561,0.218466801
2015_NEH1_B79/PHZ51,0.441379411,0.861773646,0.142114181
2015_NEH4_B79/PHZ51,0.509029673,0.631272519,0.414136162
2015_OHH1_B79/PHZ51,0.001593276,0.223230475,0.764828349
2015_DEH1_B97/LH195,0.558880875,0.313575394,0.728097775
2015_ILH1_B97/LH195,0.12352277,0.734069959,0.145950897
2015_KSH1_B97/LH195,0.20659769,0.580441034,0.851481406
2015_MOH1_B97/LH195,0.10979458,0.029296495,0.377777019
2015_MOH2_B97/LH195,0.767359944,0.501458759,0.920407628
2015_NEH2_B97/LH195,0.865472081,0.600561529,0.129555126
2015_NEH4_B97/LH195,0.391614219,0.669907847,0.199680678
2015_INH1_B97/LH82,0.826029104,0.798348463,0.382105898
2015_KSH1_B97/LH82,0.848207329,0.650818111,0.585839408
2015_MNH1_B97/LH82,0.823465548,0.027413103,0.117545067
2015_MOH2_B97/LH82,0.667020711,0.060462583,0.638976928
2015_NEH1_B97/LH82,0.598549359,0.404559347,0.436145038
2015_NEH3_B97/LH82,0.02759409,0.451854688,0.410241676
2015_NYH2_B97/LH82,0.209065809,0.044452015,0.033848875
2015_NYH3_B97/LH82,0.092106361,0.484945924,0.908127311
2015_OHH1_B97/LH82,0.336366518,0.42490548,0.607652701
2015_ONH1_B97/LH82,0.965783017,0.157611927,0.470848051
2015_ONH2_B97/LH82,0.736231741,0.300406328,0.542444583
2015_DEH1_B97/PHB47,0.838255561,0.990881849,0.505962901
2015_ILH1_B97/PHB47,0.159971102,0.057301765,0.730108617
2015_INH1_B97/PHB47,0.632476095,0.506252574,0.708803507
2015_KSH1_B97/PHB47,0.29563779,0.744405869,0.724107469
2015_MNH1_B97/PHB47,0.349852235,0.159029515,0.611336795
2015_MOH1_B97/PHB47,0.351919163,0.177000867,0.123626565
2015_MOH2_B97/PHB47,0.30086292,0.610492603,0.446197714
2015_NEH1_B97/PHB47,0.068638267,0.720812651,0.17844703
2015_NEH2_B97/PHB47,0.795755218,0.118382123,0.87036608
2015_NEH3_B97/PHB47,0.429942411,0.461198815,0.57726299
2015_NEH4_B97/PHB47,0.732887878,0.436737804,0.152657176
2015_NYH2_B97/PHB47,0.457756083,0.797787689,0.969716883
2015_NYH3_B97/PHB47,0.775505375,0.319754598,0.119911103
2015_OHH1_B97/PHB47,0.724470243,0.294981444,0.42036315
2015_ONH1_B97/PHB47,0.99736381,0.639781957,0.303377182
2015_ONH2_B97/PHB47,0.341098795,0.604142148,0.401885075
2015_DEH1_BSSSC0_044/LH82,0.772827494,0.734029864,0.318298196
2015_ILH1_BSSSC0_044/LH82,0.853512349,0.270846103,0.568105663
2015_INH1_BSSSC0_044/LH82,0.603976127,0.125380209,0.502564584
2015_KSH1_BSSSC0_044/LH82,0.559256788,0.306337745,0.880069732
2015_MNH1_BSSSC0_044/LH82,0.284670473,0.646551012,0.115198144
2015_MOH1_BSSSC0_044/LH82,0.585350331,0.779943856,0.497063865
2015_MOH2_BSSSC0_044/LH82,0.802041067,0.09099897,0.378556202
2015_NEH1_BSSSC0_044/LH82,0.911246769,0.042366988,0.700356728
2015_NEH2_BSSSC0_044/LH82,0.04314135,0.681952027,0.370900311
2015_NEH3_BSSSC0_044/LH82,0.580033531,0.934400747,0.734652465
2015_NEH4_BSSSC0_044/LH82,0.18578278,0.619775936,0.879213924
2015_NYH2_BSSSC0_044/LH82,0.482138461,0.550956541,0.283558966
2015_NYH3_BSSSC0_044/LH82,0.80826256,0.450942745,0.597780898
2015_OHH1_BSSSC0_044/LH82,0.776776711,0.161950915,0.168029638
2015_ONH1_BSSSC0_044/LH82,0.892221782,0.172813959,0.719572449
2015_ONH2_BSSSC0_044/LH82,0.108436672,0.742802695,0.55692499
2015_DEH1_BSSSC0_044/PHZ51,0.516862086,0.728804604,0.657335392
2015_ILH1_BSSSC0_044/PHZ51,0.280823241,0.719704712,0.525957857
2015_INH1_BSSSC0_044/PHZ51,0.499137301,0.392031926,0.598323584
2015_KSH1_BSSSC0_044/PHZ51,0.066554584,0.618285654,0.383452041
2015_MNH1_BSSSC0_044/PHZ51,0.036782705,0.431314749,0.691216049
2015_MOH1_BSSSC0_044/PHZ51,0.144722383,0.258230853,0.865438008
2015_MOH2_BSSSC0_044/PHZ51,0.25074668,0.669644269,0.557692642
2015_NEH1_BSSSC0_044/PHZ51,0.670532888,0.560785258,0.622269957
2015_NEH2_BSSSC0_044/PHZ51,0.556907659,0.753878457,0.142038721
2015_NEH3_BSSSC0_044/PHZ51,0.335091519,0.325510521,0.381629964
2015_NEH4_BSSSC0_044/PHZ51,0.458741158,0.181105711,0.158635795
2015_NYH2_BSSSC0_044/PHZ51,0.906793837,0.290588483,0.629369108
2015_NYH3_BSSSC0_044/PHZ51,0.168964904,0.80587086,0.60181071
2015_OHH1_BSSSC0_044/PHZ51,0.052725337,0.671936682,0.072772378
2015_ONH1_BSSSC0_044/PHZ51,0.550489396,0.351369096,0.115264788
2015_ONH2_BSSSC0_044/PHZ51,0.013318076,0.641679442,0.557276912
2014_ILH1_CG102/CG60,0.828893269,0.156003551,0.0141256
2014_MOH1_CG102/CG60,0.36872193,0.48572559,0.095328131
2014_NYH1_CG102/CG60,0.074113302,0.369266263,0.009214926
2015_INH1_CG102/CG60,0.479245341,0.432818178,0.790572757
2015_MNH1_CG102/CG60,0.237381774,0.404804155,0.626340513
2015_NYH2_CG102/CG60,0.449327571,0.286706102,0.291573829
2015_NYH3_CG102/CG60,0.607447123,0.344500937,0.743792799
2015_ONH1_CG102/CG60,0.310542471,0.980063991,0.823581345
2015_ONH2_CG102/CG60,0.415439713,0.438819304,0.944919449
2014_ILH1_CG102/LH82,0.176510047,0.397814043,0.098335447
2014_MOH1_CG102/LH82,0.766460186,0.520229276,0.01570403
2014_NYH1_CG102/LH82,0.849050916,0.726850359,0.193520537
2015_DEH1_CG102/LH82,0.228414881,0.984969573,0.151927346
2015_ILH1_CG102/LH82,0.385240123,0.151302791,0.370499875
2015_INH1_CG102/LH82,0.293468464,0.217860035,0.341534089
2015_MNH1_CG102/LH82,0.085455813,0.93213209,0.284734585
2015_NEH1_CG102/LH82,0.876297601,0.350560892,0.985122466
2015_NEH4_CG102/LH82,0.7115388,0.154301021,0.42203532
2015_NYH2_CG102/LH82,0.209545467,0.348670984,0.294593825
2015_NYH3_CG102/LH82,0.648436271,0.391334955,0.847712206
2015_OHH1_CG102/LH82,0.388848796,0.50680233,0.786039404
2015_ONH1_CG102/LH82,0.382038656,0.118306023,0.333035603
2015_ONH2_CG102/LH82,0.093708343,0.304543491,0.744790267
2015_DEH1_CG102/PHZ51,0.176438599,0.990572861,0.837544362
2015_ILH1_CG102/PHZ51,0.773405194,0.630410221,0.104931617
2015_NEH1_CG102/PHZ51,0.805864509,0.417721173,0.778478736
2015_NEH4_CG102/PHZ51,0.408606271,0.565821074,0.11775549
2015_NYH3_CG102/PHZ51,0.937370583,0.440541336,0.688393139
2015_OHH1_CG102/PHZ51,0.094300241,0.825584293,0.880972402
2015_ONH1_CG102/PHZ51,0.274395064,0.097265033,0.780266053
2015_ONH1_CG104/CG102,0.655580057,0.396593295,0.682665918
2015_ONH2_CG104/CG102,0.953399407,0.242780065,0.798026943
2014_ILH1_CG104/LH198,0.73517058,0.933149462,0.697065144
2014_MNH1_CG104/LH198,0.202914588,0.222437284,0.446381806
2014_NEH2_CG104/LH198,0.253600549,0.467020318,0.29321966
2015_MNH1_CG104/LH82,0.704579486,0.173660538,0.192222223
2015_MOH1_CG104/LH82,0.154314813,0.733691604,0.579764026
2015_NYH2_CG104/LH82,0.09244237,0.99827827,0.392384914
2015_NYH3_CG104/LH82,0.629749444,0.64609627,0.498185645
2015_ONH1_CG104/LH82,0.563460727,0.051631472,0.219508279
2015_ONH2_CG104/LH82,0.779795161,0.911955667,0.115578441
2015_NEH3_CG104/PHB47,0.217889971,0.752315965,0.146330973
2015_NYH3_CG104/PHB47,0.192583786,0.697079347,0.589363372
2015_ONH1_CG104/PHB47,0.686340267,0.105350457,0.68298563
2015_NYH3_CG104/PHZ51,0.90831744,0.545151972,0.356975319
2015_ONH1_CG104/PHZ51,0.857295431,0.153792968,0.848980923
